DNI,36,Ulrike,Jenoure,ujenourez@npr.org
DNI,37,Lisa,Thorington,lthorington10@xing.com
DNI,38,Chantalle,Picopp,cpicopp11@imdb.com
DNI,39,Ted,Guiness,tguiness12@uiuc.edu
DNI,40,Price,Gilcriest,pgilcriest13@csmonitor.com
DNI,41,Webster,Wigglesworth,wwigglesworth14@xinhuanet.com
DNI,42,Jemmie,Morigan,jmorigan15@uiuc.edu
DNI,43,Tracie,Hourahan,thourahan16@usda.gov
DNI,44,Freeland,Lawtie,flawtie17@a8.net
DNI,45,Rorke,Valente,rvalente18@hibu.com
DNI,46,Koo,Riditch,kriditch19@answers.com
DNI,47,Lara,De Lascy,ldelascy1a@apple.com
DNI,48,Larine,Manktelow,lmanktelow1b@webnode.com
DNI,49,Berti,Piggrem,bpiggrem1c@nationalgeographic.com
DNI,50,Shannon,Haston,shaston1d@loc.gov
DNI,51,Eolande,Shipsey,eshipsey1e@sina.com.cn
DNI,52,Kalvin,Hearnaman,khearnaman1f@nyu.edu
DNI,53,Kaila,Sheffield,ksheffield1g@g.co
DNI,54,Tine,Trase,ttrase1h@gravatar.com
DNI,55,Colet,Marshallsay,cmarshallsay1i@theatlantic.com
DNI,56,Broddy,Marczyk,bmarczyk1j@wisc.edu
DNI,57,Mona,Alderwick,malderwick1k@blogs.com
DNI,58,Jefferson,Iacoboni,jiacoboni1l@addtoany.com
DNI,59,Francisca,Woodford,fwoodford1m@state.gov
DNI,60,Belita,Crehan,bcrehan1n@unesco.org
DNI,61,Aubrie,Spire,aspire1o@kickstarter.com
DNI,62,Tab,Foye,tfoye1p@cocolog-nifty.com
DNI,63,Madel,MacGruer,mmacgruer1q@eepurl.com
DNI,64,Orv,Leatherland,oleatherland1r@nature.com
DNI,65,Zena,Gregson,zgregson1s@yolasite.com
DNI,66,Maegan,Allum,mallum1t@weebly.com
DNI,67,Oates,Caverhill,ocaverhill1u@dailymail.co.uk
DNI,68,Liza,Keepence,lkeepence1v@blog.com
DNI,69,Brigitta,Lockitt,blockitt1w@va.gov
DNI,70,Thia,Smalles,tsmalles1x@marketwatch.com
DNI,71,Les,Turbard,lturbard1y@elpais.com
DNI,72,Janet,Medcalf,jmedcalf1z@scientificamerican.com
DNI,73,Johnette,Ferrandez,jferrandez20@amazon.de
DNI,74,Carole,Ivanyushin,civanyushin21@ycombinator.com
DNI,75,Jillane,Spittall,jspittall22@google.cn
DNI,76,Hayward,Semeradova,hsemeradova23@booking.com
DNI,77,Quinn,Lagden,qlagden24@baidu.com
DNI,78,Abbie,Winscom,awinscom25@addthis.com
DNI,79,Ashleigh,Pyle,apyle26@senate.gov
DNI,80,Liv,Sloan,lsloan27@indiegogo.com
DNI,81,Douglass,Maccari,dmaccari28@mtv.com
DNI,82,Rufus,Foye,rfoye29@chicagotribune.com
DNI,83,Phedra,Shrieve,pshrieve2a@zdnet.com
DNI,84,Mitchael,Sibbering,msibbering2b@yale.edu
DNI,85,Garvin,Canton,gcanton2c@rediff.com
DNI,86,Olenka,Dundredge,odundredge2d@jiathis.com
DNI,87,Denis,Aloigi,daloigi2e@shutterfly.com
DNI,88,Jeramie,Asher,jasher2f@seesaa.net
DNI,89,Avrit,Milnthorpe,amilnthorpe2g@yahoo.com
DNI,90,Brig,La Torre,blatorre2h@cbc.ca
DNI,91,Locke,Janjic,ljanjic2i@mozilla.com
DNI,92,Bondie,Checcuzzi,bcheccuzzi2j@disqus.com
DNI,93,Adriena,Borthe,aborthe2k@harvard.edu
DNI,94,Ulrike,Fant,ufant2l@naver.com
DNI,95,Sax,Magog,smagog2m@1und1.de
DNI,96,Niko,McFarland,nmcfarland2n@umn.edu
DNI,97,Keary,Evennett,kevennett2o@google.com.br
DNI,98,Salomon,Drever,sdrever2p@java.com
DNI,99,Poppy,Druitt,pdruitt2q@msu.edu
DNI,100,Aguie,Alaway,aalaway2r@ucsd.edu
